"movieid";"title";"year"
2554996;"Walkabout (1971)";"1971"
2555100;"Walking and Talking (1996)";"1996"
2555555;"Waltzes from Vienna (1934)";"1934"
2556055;"Wanted: Dead or Alive (1951)";"1951"
2556271;"War Stories (1995)";"1995"
2556792;"Warriors of Virtue (1997)";"1997"
2557229;"Washington Square (1997)";"1997"
2558123;"Watership Down (1978)";"1978"
2558138;"Waterworld (1995)";"1995"
2558441;"Wayne's World (1992)";"1992"
2558443;"Wayne's World 2 (1993)";"1993"
2559217;"We're Back! A Dinosaur's Story (1993)";"1993"
2559249;"We're No Angels (1989)";"1989"
2559529;"Wedding Bell Blues (1996)";"1996"
2559855;"Weekend at Bernie's (1989)";"1989"
2560159;"Weird Science (1985)";"1985"
2560564;"Welcome to Sarajevo (1997)";"1997"
2560598;"Welcome to Woop Woop (1997)";"1997"
2560616;"Welcome to the Dollhouse (1995)";"1995"
2561165;"Went to Coney Island on a Mission from God... Be Back by Five (1998)";"1998"
2561419;"West Beyrouth (À l'abri les enfants) (1998)";"1998"
2561516;"West Side Story (1961)";"1961"
2561802;"Westworld (1973)";"1973"
2562193;"What About Bob? (1991)";"1991"
2562411;"What Dreams May Come (1998)";"1998"
2562421;"What Ever Happened to Aunt Alice? (1969)";"1969"
2562422;"What Ever Happened to Baby Jane? (1962)";"1962"
2562503;"What Happened Was... (1994)";"1994"
2562822;"What Lies Beneath (2000)";"2000"
2562929;"What Planet Are You From? (2000)";"2000"
2563410;"What's Eating Gilbert Grape (1993)";"1993"
2563451;"What's Love Got to Do with It? (2002)";"2002"
2563697;"Whatever (1998)";"1998"
2563736;"Whatever It Takes (2000)";"2000"
2564194;"When Harry Met Sally... (1989)";"1989"
2564560;"When Night Is Falling (1995)";"1995"
2564828;"When We Were Kings (1996)";"1996"
2564953;"When a Man Loves a Woman (1994)";"1994"
2565487;"Where Eagles Dare (1968)";"1968"
2565814;"Where the Buffalo Roam (1980)";"1980"
2565851;"Where the Heart Is (2000)";"2000"
2565873;"Where the Money Is (2000)";"2000"
2565985;"Where's Marlowe? (1998)";"1998"
2566203;"While You Were Sleeping (1995)";"1995"
2566262;"Whipped (2000)";"2000"
2566626;"White Christmas (1954)";"1954"
2566895;"White Man's Burden (1995)";"1995"
2566918;"White Men Can't Jump (1992)";"1992"
2567049;"White Sands (1992)";"1992"
2567099;"White Squall (1996)";"1996"
2567258;"Whiteboyz (1999)";"1999"
2567467;"Who Framed Roger Rabbit (1988)";"1988"
2567890;"Who's Afraid of Virginia Woolf? (1966)";"1966"
2567937;"Who's Harry Crumb? (1989)";"1989"
2567991;"Who's That Girl? (2011)";"2011"
2568399;"Why Do Fools Fall in Love (1998)";"1998"
2568931;"Wide Awake (1998)";"1998"
2569037;"Widows' Peak (1994)";"1994"
2569556;"Wild America (1997)";"1997"
2569583;"Wild Bill (1995)";"1995"
2569814;"Wild Man Blues (1997)";"1997"
2569938;"Wild Things (1998)";"1998"
2570013;"Wild Wild West (1999)";"1999"
2570133;"Wilde (1997)";"1997"
2570785;"Willow (1988)";"1988"
2570825;"Willy Wonka & the Chocolate Factory (1971)";"1971"
2571171;"Windows (1980)";"1980"
2571296;"Wing Commander (1999)";"1999"
2571358;"Wings (1927)";"1927"
2571413;"Wings of Courage (1995)";"1995"
2571635;"Winnie the Pooh and the Blustery Day (1968)";"1968"
2572280;"Wirey Spindell (2000)";"2000"
2572301;"Wisdom (1986)";"1986"
2572478;"Wishmaster (1997)";"1997"
2572635;"With Byrd at the South Pole (1930)";"1930"
2572655;"With Friends Like These... (1998)";"1998"
2572675;"With Honors (1994)";"1994"
2572978;"Withnail & I (1987)";"1987"
2573045;"Without Limits (1998)";"1998"
2573168;"Witness (1985)";"1985"
2573677;"Wolf (1994)";"1994"
2574016;"Woman on Top (2000)";"2000"
2574613;"Wonder Boys (2000)";"2000"
2574729;"Wonderland (1997)";"1997"
2574730;"Wonderland (1999)";"1999"
2574824;"Woo (1998)";"1998"
2575313;"Working Girl (1988)";"1988"
2576718;"Wrongfully Accused (1998)";"1998"
2576852;"Wu kui (1994)";"1994"
2577062;"Wuya yu maque (1949)";"1949"
2577075;"Wyatt Earp (1994)";"1994"
2577314;"X-Men (2000)";"2000"
2577428;"X: The Unknown (1956)";"1956"
2578162;"Xich lo (1995)";"1995"
2578330;"Xing xing wang (1977)";"1977"
2578346;"Xinghua san yue tian (1994)";"1994"
2578392;"Xizao (1999)";"1999"
2579662;"Yankee Zulu (1993)";"1993"
2579702;"Yao a yao yao dao waipo qiao (1995)";"1995"
2580276;"Year of the Horse (1997)";"1997"
2580619;"Yellow Submarine (1968)";"1968"
2581228;"Yi ge dou bu neng shao (1999)";"1999"
2581428;"Yin shi nan nu (1994)";"1994"
2581836;"Yo, la peor de todas (1990)";"1990"
2582703;"You Can't Take It with You (1938)";"1938"
2582995;"You So Crazy (1994)";"1994"
2583382;"You've Got Mail (1998)";"1998"
2583601;"Young Doctors in Love (1982)";"1982"
2583633;"Young Frankenstein (1974)";"1974"
2583695;"Young Guns (1988)";"1988"
2583701;"Young Guns II (1990)";"1990"
2583966;"Young Sherlock Holmes (1985)";"1985"
2584115;"Young and Innocent (1937)";"1937"
2584311;"Your Friends & Neighbors (1998)";"1998"
2585064;"Yukinojô henge (1963)";"1963"
2585507;"Yôjinbô (1961)";"1961"
2586057;"Zachariah (1971)";"1971"
2586756;"Zaproszenie (1986)";"1986"
2587077;"Zbogum na dvaesetiot vek (1998)";"1998"
2587740;"Zerkalo (1975)";"1975"
2587786;"Zero Effect (1998)";"1998"
2587976;"Zeus and Roxanne (1997)";"1997"
2590181;"Zone 39 (1996)";"1996"
2591814;"eXistenZ (1999)";"1999"
2592334;"¡Three Amigos! (1986)";"1986"
2592963;"À nous la liberté (1931)";"1931"
2593112;"Á köldum klaka (1995)";"1995"
2593313;"Átame! (1990)";"1990"
